Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2022,LU,Luxembourg,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,25147537.0,1178.88,406.29
2019,MT,Malta,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,20444335.0,862.08,169.47
2022,MT,Malta,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,8243038.0,1376.58,139.77
2019,NL,Netherlands,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,240469275.0,990.8,204.43
2022,NL,Netherlands,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,116801803.0,884.06,218.86
2019,PL,Poland,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,48285677.0,635.06,80.99
2022,PL,Poland,UK,United Kingdom,"Professional, business",1 night or over,Package arrangement,9593609.0,174.93,14.38
2022,PL,Poland,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,42236605.0,770.12,63.29
2019,PT,Portugal,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,11781419.0,439.72,79.52
2022,PT,Portugal,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,25697828.0,738.23,99.99
2019,SE,Sweden,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,308341681.0,910.35,410.21
2019,ES,Spain,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,51929968.0,1388.14,97.96
2019,FR,France,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,132506543.0,1192.08,219.14
2019,HU,Hungary,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,7311832.0,616.15,115.05
2022,HU,Hungary,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,5932186.0,553.07,109.1
2019,IE,Ireland,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,80230928.0,1131.46,161.92
2019,LT,Lithuania,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,14995766.0,986.59,103.82
2022,LT,Lithuania,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,18760745.0,749.92,81.95
2019,MT,Malta,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,9308261.0,1055.58,110.04
2019,NL,Netherlands,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,124054686.0,1551.88,142.88
2022,NL,Netherlands,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,39893143.0,1097.48,117.93
2019,PL,Poland,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,33709439.0,717.65,64.36
2022,PL,Poland,UK,United Kingdom,"Professional, business",4 nights or over,Package arrangement,4081172.0,119.99,6.63
2022,PL,Poland,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,28974198.0,851.86,47.04
2022,PT,Portugal,UK,United Kingdom,"Professional, business",4 nights or over,Total excluding durable/valuable goods,13785727.0,850.64,63.05
2019,AT,Austria,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,94916539.0,755.76,289.55
2022,AT,Austria,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,88007125.0,794.37,317.37
2019,BE,Belgium,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,136758326.0,412.03,183.54
2022,BE,Belgium,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,66819137.0,447.65,204.4
2019,CY,Cyprus,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,38433632.0,939.9,355.86
2019,DE,Germany,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,631896665.0,694.73,291.01
2022,DE,Germany,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,855893291.0,923.01,369.06
2019,DK,Denmark,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,204880229.0,719.07,291.01
2019,ES,Spain,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,285579489.0,495.71,204.5
2022,ES,Spain,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,215637991.0,515.29,208.09
2019,FR,France,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,517271615.0,507.28,228.68
2022,FR,France,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,335259274.0,637.63,282.02
2019,HU,Hungary,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8985432.0,371.98,154.72
2022,HU,Hungary,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8842475.0,332.89,147.11
2019,IE,Ireland,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,628715970.0,344.86,184.0
2022,IE,Ireland,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,614003782.0,338.57,175.88
2019,LT,Lithuania,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,9270495.0,216.87,81.98
2022,LT,Lithuania,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,6774106.0,305.56,122.86
2019,LU,Luxembourg,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,37410210.0,695.06,319.54
2022,LU,Luxembourg,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,37882010.0,1014.46,454.5
2019,MT,Malta,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,26802817.0,674.65,261.9
2022,MT,Malta,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,12156106.0,780.91,307.29
2019,NL,Netherlands,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,308799397.0,569.25,249.92
2022,NL,Netherlands,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,205142387.0,548.55,225.77
2019,PL,Poland,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,55101025.0,350.67,136.37
2022,PL,Poland,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,41623321.0,354.78,129.75
2019,PT,Portugal,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,24389711.0,418.55,166.6
2022,PT,Portugal,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,28635325.0,491.05,213.17
2019,SE,Sweden,UK,United Kingdom,Total,From 1 to 3 nights,Total excluding durable/valuable goods,437464360.0,941.15,476.46
2019,AT,Austria,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,319174832.0,995.37,162.32
2022,AT,Austria,UK,United Kingdom,Total,1 night or over,Package arrangement,26275062.0,111.37,23.95
2022,AT,Austria,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,283039276.0,1199.67,257.94
2019,BE,Belgium,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,273840053.0,508.97,118.22
2022,BE,Belgium,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,159976559.0,516.86,91.35
2019,CH,Switzerland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,293419553.0,1061.69,184.62
2019,CY,Cyprus,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,277220668.0,1217.8,99.86
2022,CY,Cyprus,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,223699418.0,1239.67,108.0
2019,CZ,Czechia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,77086248.0,465.35,76.23
2022,CZ,Czechia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,49220466.0,587.49,119.95
2019,DE,Germany,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,2886718952.0,968.05,140.4
2022,DE,Germany,UK,United Kingdom,Total,1 night or over,Package arrangement,289806197.0,122.19,18.53
2022,DE,Germany,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,2888898319.0,1218.03,184.74
2019,DK,Denmark,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,346956586.0,796.98,205.4
2019,EE,Estonia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,52395568.0,1011.81,192.88
2022,EE,Estonia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,39178526.0,1220.46,265.0
2019,EL,Greece,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,52087607.0,700.21,64.76
2022,EL,Greece,UK,United Kingdom,Total,1 night or over,Package arrangement,10049001.0,123.57,13.56
2022,EL,Greece,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,93784497.0,1153.29,126.53
2019,ES,Spain,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,973567756.0,654.54,115.21
2022,ES,Spain,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,766150764.0,708.83,95.21
2019,FI,Finland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,353863126.0,1122.72,160.21
2022,FI,Finland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,203434317.0,1121.69,177.45
2019,FR,France,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,1409617628.0,703.65,155.13
2022,FR,France,UK,United Kingdom,Total,1 night or over,Package arrangement,174236152.0,140.24,26.42
2022,FR,France,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,1078493578.0,868.07,163.51
2019,HR,Croatia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,27233256.0,732.41,134.21
2022,HR,Croatia,UK,United Kingdom,Total,1 night or over,Package arrangement,8292077.0,260.71,44.85
2022,HR,Croatia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,31224118.0,981.72,168.89
2019,HU,Hungary,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,53945576.0,359.52,40.23
2022,HU,Hungary,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,54643349.0,430.72,63.39
2019,IE,Ireland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,1089436924.0,410.56,122.14
2022,IE,Ireland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,1037698230.0,421.52,136.01
2019,IT,Italy,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,602173163.0,680.44,130.81
2022,IT,Italy,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,207371450.0,585.35,86.6
2019,LT,Lithuania,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,65598178.0,302.16,38.32
2022,LT,Lithuania,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,52600441.0,365.64,44.64
2019,LU,Luxembourg,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,79955069.0,796.68,179.19
2022,LU,Luxembourg,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,94895662.0,1175.79,229.9
2019,LV,Latvia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,23771049.0,339.29,54.61
2022,LV,Latvia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,23238381.0,406.75,64.31
2019,MT,Malta,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,95480495.0,803.08,149.36
2022,MT,Malta,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,58506373.0,874.39,143.41
2019,NL,Netherlands,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,911058304.0,744.83,122.4
2022,NL,Netherlands,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,784716543.0,686.0,96.22
2019,PL,Poland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,488820376.0,444.54,33.67
2022,PL,Poland,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,332816692.0,444.32,30.81
2019,PT,Portugal,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,80046048.0,488.95,80.98
2022,PT,Portugal,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,82089302.0,561.63,81.05
2019,RO,Romania,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,14834464.0,354.65,33.88
2022,RO,Romania,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,22135912.0,568.16,73.78
2019,SE,Sweden,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,1000987090.0,1063.64,239.34
2022,SE,Sweden,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,778757312.0,773.54,147.24
2019,SI,Slovenia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,26278887.0,661.91,147.6
2019,SK,Slovakia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,69135117.0,383.21,56.58
2022,SK,Slovakia,UK,United Kingdom,Total,1 night or over,Total excluding durable/valuable goods,35839381.0,533.83,99.5
2019,AT,Austria,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,224258293.0,1149.63,136.86
2022,AT,Austria,UK,United Kingdom,Total,4 nights or over,Package arrangement,20668128.0,165.16,25.21
2022,AT,Austria,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,195032150.0,1558.47,237.85
2019,BE,Belgium,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,137081727.0,665.08,87.24
2022,BE,Belgium,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,93157421.0,581.31,65.41
2019,CH,Switzerland,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,214337806.0,1292.49,161.25
2019,CY,Cyprus,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,238787036.0,1278.65,89.5
2022,CY,Cyprus,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,189285221.0,1262.14,95.42
2019,CZ,Czechia,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,55108310.0,504.47,64.6
2019,DE,Germany,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,2254822286.0,1088.0,122.62
2022,DE,Germany,UK,United Kingdom,Total,4 nights or over,Package arrangement,284731734.0,197.12,21.38
2022,DE,Germany,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,2033005027.0,1407.42,152.65
2019,DK,Denmark,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,142076357.0,944.56,144.22
2019,EE,Estonia,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,39729022.0,1202.17,179.8
2019,EL,Greece,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,49417966.0,716.18,62.3
2022,EL,Greece,UK,United Kingdom,Total,4 nights or over,Package arrangement,10049001.0,141.29,14.07
2022,EL,Greece,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,87674657.0,1232.68,122.73
2019,ES,Spain,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,687988267.0,754.94,97.53
2022,ES,Spain,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,550512772.0,831.11,78.52
2019,FI,Finland,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,282383674.0,1168.56,140.73
2022,FI,Finland,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,188672797.0,1131.9,170.77
2019,FR,France,UK,United Kingdom,Total,4 nights or over,Total excluding durable/valuable goods,892346014.0,907.21,130.75
